codice,codice_parlante,utenza,cliente,data,imponibile,iva,totale,data_scadenza,stato_pagamento,data_pagamento,indirizzo_fatturazione,città_fatturazione
d106fe47-055d-464b-82e0-d32e4a706825,FAT-15072025-015,0eefad96-8038-4ec8-a510-521a463a7bfc,fe7bd244-c0f5-487c-ae6d-6f045c804029,2025-07-15,109.6,10.96,120.56,2025-08-14,Pagata,2025-07-31,Piazza Appennini 59,Crema
e2103a72-e9ba-40bc-99e9-0999ba5fec22,FAT-15112025-011,0eefad96-8038-4ec8-a510-521a463a7bfc,fe7bd244-c0f5-487c-ae6d-6f045c804029,2025-11-15,119.5,11.95,131.45,2025-12-15,Pagata,2025-11-30,Piazza Appennini 59,Crema
1ddb1c74-8343-4233-bb69-4667806612d1,FAT-15032026-012,0eefad96-8038-4ec8-a510-521a463a7bfc,fe7bd244-c0f5-487c-ae6d-6f045c804029,2026-03-15,77.55,7.75,85.3,2026-04-14,Pagata,2026-03-27,Piazza Appennini 59,Crema
9462752a-677f-4bd2-8b01-ef65da776e5e,FAT-15072026-010,0eefad96-8038-4ec8-a510-521a463a7bfc,fe7bd244-c0f5-487c-ae6d-6f045c804029,2026-07-15,106.8,10.68,117.48,2026-08-14,Pagata,2026-07-25,Piazza Appennini 59,Crema
28418113-0e39-4c3d-a225-71d1fd68946a,FAT-05062025-013,9e3db98e-1c04-491e-951e-e547c69b1053,802eccf9-b2ea-46bb-aa5c-93b7ad5bd87b,2025-06-05,134.05,13.41,147.46,2025-07-05,Pagata,2025-07-04,Corso Massimo d'Azeglio 5,Albino
70ee2231-096f-4dc6-bed4-275fd2e589e9,FAT-05102025-014,9e3db98e-1c04-491e-951e-e547c69b1053,802eccf9-b2ea-46bb-aa5c-93b7ad5bd87b,2025-10-05,206.13,20.61,226.74,2025-11-04,Pagata,2025-10-15,Corso Massimo d'Azeglio 5,Albino
e69640eb-9196-4f11-a893-374dbbfef8dd,FAT-05022026-020,9e3db98e-1c04-491e-951e-e547c69b1053,802eccf9-b2ea-46bb-aa5c-93b7ad5bd87b,2026-02-05,113.65,11.37,125.02,2026-03-07,Pagata,2026-03-03,Corso Massimo d'Azeglio 5,Albino
d348d70c-06ed-4730-8c8b-da463ee5a640,FAT-05062026-015,9e3db98e-1c04-491e-951e-e547c69b1053,802eccf9-b2ea-46bb-aa5c-93b7ad5bd87b,2026-06-05,136.05,13.61,149.66,2026-07-05,Pagata,2026-06-28,Corso Massimo d'Azeglio 5,Albino
2988b5af-7586-4cc1-a8f4-2bbe5e17317b,FAT-15012023-003,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2023-01-15,66.74,6.67,73.41,2023-02-14,Pagata,2023-02-13,Via Europa 40,Urgnano
526ba5e5-6615-42f6-bfec-b198aacc766c,FAT-15052023-003,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2023-05-15,75.06,7.51,82.57,2023-06-14,Pagata,2023-05-26,Via Europa 40,Urgnano
6400c2ad-f2d0-474d-bdbb-f55b624371d5,FAT-15092023-004,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2023-09-15,131.54,13.15,144.69,2023-10-15,Pagata,2023-10-01,Via Europa 40,Urgnano
7cd82b52-13d1-492d-8edf-b85187a49425,FAT-15012024-006,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2024-01-15,74.84,7.48,82.32,2024-02-14,Pagata,2024-01-27,Via Europa 40,Urgnano
9230e29f-a848-4284-96a0-c4b9ab916bc2,FAT-15052024-004,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2024-05-15,74.84,7.48,82.32,2024-06-14,Pagata,2024-06-04,Via Europa 40,Urgnano
55cf2a16-e04d-487d-9899-e678419af177,FAT-15092024-009,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2024-09-15,134.24,13.42,147.66,2024-10-15,Pagata,2024-10-20,Via Europa 40,Urgnano
4c82fcad-80fa-47c8-817e-ad83de90d6d8,FAT-15012025-017,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2025-01-15,69.44,6.94,76.38,2025-02-14,Pagata,2025-02-05,Via Europa 40,Urgnano
730d51b9-4e6e-4226-ae30-a7fe8be9a4af,FAT-15052025-013,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2025-05-15,69.66,6.97,76.63,2025-06-14,Pagata,2025-06-09,Via Europa 40,Urgnano
04a1f1b4-1cc8-47ef-bd2a-6a820803dbad,FAT-15092025-017,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2025-09-15,126.14,12.61,138.75,2025-10-15,Pagata,2025-09-23,Via Europa 40,Urgnano
e05731b1-0275-41c5-a1fa-b212fc341da7,FAT-15012026-023,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2026-01-15,74.84,7.48,82.32,2026-02-14,Pagata,2026-01-30,Via Europa 40,Urgnano
8f9b42ab-7ac0-4eef-ac36-4354906a81ce,FAT-15052026-017,32d23ef1-ee8c-4072-92cf-db5b8697f6d5,086ae224-e303-40c1-bc5e-9f3eed1253ff,2026-05-15,72.36,7.24,79.6,2026-06-14,Pagata,2026-06-05,Via Europa 40,Urgnano
f156d8f0-3879-40c7-b8ce-633efe31ff57,FAT-25102024-005,9cb7dc10-be64-4106-8554-5abdf61aef7d,b69c15a7-2f66-42a2-9770-618831626547,2024-10-25,160.05,35.21,195.26,2024-11-24,Pagata,2024-11-18,Via Bellini 20,Iseo
128cd4af-0c5e-444f-ab91-e87a4b9ac4f1,FAT-25042025-007,9cb7dc10-be64-4106-8554-5abdf61aef7d,b69c15a7-2f66-42a2-9770-618831626547,2025-04-25,115.7,25.45,141.15,2025-05-25,Pagata,2025-05-23,Via Bellini 20,Iseo
910709bc-9a21-42bc-9971-76ba949e6bd3,FAT-25102025-012,9cb7dc10-be64-4106-8554-5abdf61aef7d,b69c15a7-2f66-42a2-9770-618831626547,2025-10-25,157.45,34.64,192.09,2025-11-24,Pagata,2025-11-21,Via Bellini 20,Iseo
bb32bc67-f1e7-49a2-b6f7-436e4c8936a8,FAT-25042026-015,9cb7dc10-be64-4106-8554-5abdf61aef7d,b69c15a7-2f66-42a2-9770-618831626547,2026-04-25,118.3,26.03,144.33,2026-05-25,Pagata,2026-04-27,Via Bellini 20,Iseo
bb3b7f6d-c784-4861-87f9-bd85dcf95c5b,FAT-25032023-003,1e1f9e72-59a8-4467-a240-56c045f725d1,0d206b0d-ccce-4473-ab54-32d7b8b03ca0,2023-03-25,97.35,21.42,118.77,2023-04-24,Pagata,2023-03-26,Vicolo Aretino 60,Bergamo
FAT-c5ca69f1-4473-4fcf-8821-907e64fac588,FAT-12062023-001,1e1f9e72-59a8-4467-a240-56c045f725d1,0d206b0d-ccce-4473-ab54-32d7b8b03ca0,2023-06-12,69.6,15.31,84.91,2023-07-12,Pagata,2023-06-23,Vicolo Aretino 60,Bergamo
181acd63-403b-4422-b863-e9cf5c353662,FAT-25112026-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2026-11-25,380.95,83.81,464.76,2026-12-25,Pagata,2026-12-04,Via Del Muschio 68,Ponte San Pietro
b5dcf507-6bb9-4247-9d5b-a8db169b0ef3,FAT-25012027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-01-25,289.95,63.79,353.74,2027-02-24,Pagata,2027-02-22,Via Del Muschio 68,Ponte San Pietro
36488ada-1a65-4f7a-8cd9-61e29d5fc1bf,FAT-25032027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-03-25,365.05,80.31,445.36,2027-04-24,Pagata,2027-04-08,Via Del Muschio 68,Ponte San Pietro
2e0a2011-3bf1-46f2-83ea-ea8d0b242cf3,FAT-25052027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-05-25,419.95,92.39,512.34,2027-06-24,Pagata,2027-06-19,Via Del Muschio 68,Ponte San Pietro
50e340a2-f1f8-495f-a927-f2898f786e99,FAT-25072027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-07-25,607.15,133.57,740.72,2027-08-24,Pagata,2027-08-03,Via Del Muschio 68,Ponte San Pietro
441c9ba8-97ac-434b-bc71-4b54ed180d7a,FAT-25092027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-09-25,482.5,106.15,588.65,2027-10-25,Pagata,2027-10-19,Via Del Muschio 68,Ponte San Pietro
960b117e-3919-4c98-8ac8-90086f5da23d,FAT-25112027-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2027-11-25,344.55,75.8,420.35,2027-12-25,Pagata,2027-12-18,Via Del Muschio 68,Ponte San Pietro
FAT-024999e0-2bcd-4792-8e2d-e1d7809b69e6,FAT-08012028-001,b2774b06-4025-46d7-b56d-f4b1d0fabcee,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2028-01-08,391.35,86.1,477.45,2028-02-07,Pagata,2028-01-22,Via Del Muschio 68,Ponte San Pietro
c570faa2-6550-4ea6-a0f8-93c9db617542,FAT-15032023-002,2371ed4b-78a8-4267-8085-4ca0b5aa034b,d41b1b72-1533-4dc4-a392-4709888b7cf2,2023-03-15,34.25,3.43,37.68,2023-04-14,Pagata,2023-04-14,Via Dell'Argento 36,Seriate
13e0a9c7-d84a-4ddb-bdee-bc655dec3457,FAT-15092023-005,2371ed4b-78a8-4267-8085-4ca0b5aa034b,d41b1b72-1533-4dc4-a392-4709888b7cf2,2023-09-15,48.4,4.84,53.24,2023-10-15,Pagata,2023-10-13,Via Dell'Argento 36,Seriate
29c03c9b-568b-484a-a834-d4bf43a63206,FAT-15032024-004,2371ed4b-78a8-4267-8085-4ca0b5aa034b,d41b1b72-1533-4dc4-a392-4709888b7cf2,2024-03-15,34.3,3.43,37.73,2024-04-14,Pagata,2024-03-24,Via Dell'Argento 36,Seriate
FAT-4839a25e-8434-45c8-80d4-62e922756ac8,FAT-18052024-001,2371ed4b-78a8-4267-8085-4ca0b5aa034b,d41b1b72-1533-4dc4-a392-4709888b7cf2,2024-05-18,13.3,1.33,14.63,2024-06-17,Pagata,2024-06-10,Via Dell'Argento 36,Seriate
c82a58e1-7ecb-428e-b340-1017ecd6ad03,FAT-15092024-010,1c49290c-c90d-4f55-b134-a5ece291de46,c927fadd-2c48-4ec2-8e31-b53a477fb78a,2024-09-15,70.7,7.07,77.77,2024-10-15,Pagata,2024-10-08,Viale Gialla 104,Gorgonzola
1ef1b72a-edda-4499-b9ed-edf5c50edbf8,FAT-15032025-010,1c49290c-c90d-4f55-b134-a5ece291de46,c927fadd-2c48-4ec2-8e31-b53a477fb78a,2025-03-15,48.4,4.84,53.24,2025-04-14,Pagata,2025-04-17,Viale Gialla 104,Gorgonzola
9f9b4c34-8c39-44af-a29e-f54f16284701,FAT-15092025-018,1c49290c-c90d-4f55-b134-a5ece291de46,c927fadd-2c48-4ec2-8e31-b53a477fb78a,2025-09-15,63.65,6.37,70.02,2025-10-15,Pagata,2025-10-13,Viale Gialla 104,Gorgonzola
ce7a3d7e-74d2-41a5-a0fe-368a69fcfaad,FAT-15032026-013,1c49290c-c90d-4f55-b134-a5ece291de46,c927fadd-2c48-4ec2-8e31-b53a477fb78a,2026-03-15,48.4,4.84,53.24,2026-04-14,Pagata,2026-03-24,Viale Gialla 104,Gorgonzola
5458965e-8e3c-4fcd-9eea-83a1513a3e70,FAT-05012026-012,2ca46302-cbea-4fbe-95ff-7715f235de55,2e67bae6-3104-4973-b8ff-60623f578409,2026-01-05,360.15,79.23,439.38,2026-02-04,Pagata,2026-01-09,Vicolo Ferrara 101,Almenno San Salvatore
64ea2d74-b2d8-44f0-8ea7-1d6d942d030e,FAT-05032026-017,2ca46302-cbea-4fbe-95ff-7715f235de55,2e67bae6-3104-4973-b8ff-60623f578409,2026-03-05,339.5,74.69,414.19,2026-04-04,Pagata,2026-03-17,Vicolo Ferrara 101,Almenno San Salvatore
c54905d6-3997-453e-a0f5-bab52b516771,FAT-05052026-010,2ca46302-cbea-4fbe-95ff-7715f235de55,2e67bae6-3104-4973-b8ff-60623f578409,2026-05-05,510.65,112.34,622.99,2026-06-04,Pagata,2026-05-10,Vicolo Ferrara 101,Almenno San Salvatore
c927f1bd-223a-42de-b6f8-7f416efe62f6,FAT-05072026-017,2ca46302-cbea-4fbe-95ff-7715f235de55,2e67bae6-3104-4973-b8ff-60623f578409,2026-07-05,633.15,139.29,772.44,2026-08-04,Pagata,2026-07-28,Vicolo Ferrara 101,Almenno San Salvatore
c65f3d19-69b0-4e40-8e95-705effe2aca1,FAT-15122024-013,15468127-fa73-46b4-8373-498fc348b936,ef1fdeb2-0723-4f50-bc72-6be124f3b544,2024-12-15,80.6,8.06,88.66,2025-01-14,Pagata,2025-01-19,Via Dell'Argento 36,Seriate
7e9c4cc6-4512-4a5e-9e78-fc4e890b96e2,FAT-15062025-018,15468127-fa73-46b4-8373-498fc348b936,ef1fdeb2-0723-4f50-bc72-6be124f3b544,2025-06-15,66.45,6.65,73.1,2025-07-15,Pagata,2025-06-27,Via Dell'Argento 36,Seriate
d1fec2fa-6149-418c-bf63-3ed6263eb36c,FAT-15122025-015,15468127-fa73-46b4-8373-498fc348b936,ef1fdeb2-0723-4f50-bc72-6be124f3b544,2025-12-15,84.8,8.48,93.28,2026-01-14,Pagata,2025-12-19,Via Dell'Argento 36,Seriate
69022152-d8e5-4e88-bb36-7632e7a1200d,FAT-15062026-022,15468127-fa73-46b4-8373-498fc348b936,ef1fdeb2-0723-4f50-bc72-6be124f3b544,2026-06-15,62.25,6.23,68.48,2026-07-15,Pagata,2026-07-13,Via Dell'Argento 36,Seriate
a07488bf-eba3-41aa-95af-103c352d8aa5,FAT-05062025-014,da5f618e-5d37-408b-b2ad-997066623597,8b7829a9-790b-4002-bc70-0c14e959eef1,2025-06-05,44.05,4.41,48.46,2025-07-05,Pagata,2025-06-10,Piazza Delle Felci 57,Sarnico
6afe6e86-6c8f-4c91-a0cb-6d6f5e98ca7b,FAT-05122025-011,da5f618e-5d37-408b-b2ad-997066623597,8b7829a9-790b-4002-bc70-0c14e959eef1,2025-12-05,58.2,5.82,64.02,2026-01-04,Pagata,2025-12-08,Piazza Delle Felci 57,Sarnico
74c572ae-1090-456d-af81-042cdb7149b7,FAT-05062026-016,da5f618e-5d37-408b-b2ad-997066623597,8b7829a9-790b-4002-bc70-0c14e959eef1,2026-06-05,41.25,4.12,45.37,2026-07-05,Pagata,2026-07-09,Piazza Delle Felci 57,Sarnico
03a395a8-bfad-49a9-8df8-74b10afbe2e9,FAT-15092025-019,9c22e708-1fa1-4654-aa6e-9bf7f952c8b6,841a0515-fba2-45c4-a656-0cd6c51b555d,2025-09-15,90.58,9.06,99.64,2025-10-15,Pagata,2025-09-16,Vicolo Dei Fabbri 88,Clusone
c2d5e321-20c9-4f27-af90-a37aa17d71f7,FAT-15032026-014,9c22e708-1fa1-4654-aa6e-9bf7f952c8b6,841a0515-fba2-45c4-a656-0cd6c51b555d,2026-03-15,60.85,6.09,66.94,2026-04-14,Pagata,2026-03-19,Vicolo Dei Fabbri 88,Clusone
d66f7c4d-899f-4b43-bd99-1678a75fef3c,FAT-15072024-009,fce65c9e-98c6-483f-8e8e-82bc5255abbb,b369f191-5342-414c-96fb-a6e74357e956,2024-07-15,73.55,7.36,80.91,2024-08-14,Pagata,2024-07-24,Via Dei Pianeti 15,Calusco d'Adda
e1e59acf-0e0e-4db1-a0ad-c66ce4a8edad,FAT-15012025-018,fce65c9e-98c6-483f-8e8e-82bc5255abbb,b369f191-5342-414c-96fb-a6e74357e956,2025-01-15,81.95,8.2,90.15,2025-02-14,Pagata,2025-02-08,Via Dei Pianeti 15,Calusco d'Adda
ca5f3325-e67e-441d-b472-fd05668063b1,FAT-15072025-016,fce65c9e-98c6-483f-8e8e-82bc5255abbb,b369f191-5342-414c-96fb-a6e74357e956,2025-07-15,70.7,7.07,77.77,2025-08-14,Pagata,2025-08-11,Via Dei Pianeti 15,Calusco d'Adda
c0ea735a-e486-49b2-902f-b756081c7dac,FAT-15012026-024,fce65c9e-98c6-483f-8e8e-82bc5255abbb,b369f191-5342-414c-96fb-a6e74357e956,2026-01-15,77.75,7.78,85.53,2026-02-14,Pagata,2026-02-13,Via Dei Pianeti 15,Calusco d'Adda
3dfba0ea-6a04-48c0-9899-125b5522fce2,FAT-15072026-011,fce65c9e-98c6-483f-8e8e-82bc5255abbb,b369f191-5342-414c-96fb-a6e74357e956,2026-07-15,73.5,7.35,80.85,2026-08-14,Annullata,NULL,Via Dei Pianeti 15,Calusco d'Adda
92ef4f78-4a21-4218-af99-ccc580fe49d0,FAT-15022024-010,b6f117d9-dee5-4f5a-8108-2467154365ad,b369f191-5342-414c-96fb-a6e74357e956,2024-02-15,54.4,5.44,59.84,2024-03-16,Pagata,2024-03-19,Via Dei Pianeti 15,Calusco d'Adda
fe164d49-093c-4409-bdbe-b5ec5e7b0f01,FAT-15082024-011,b6f117d9-dee5-4f5a-8108-2467154365ad,b369f191-5342-414c-96fb-a6e74357e956,2024-08-15,64.2,6.42,70.62,2024-09-14,Pagata,2024-08-21,Via Dei Pianeti 15,Calusco d'Adda
57d6f134-da3f-4b28-ac34-d54aac2e5c95,FAT-15022025-014,b6f117d9-dee5-4f5a-8108-2467154365ad,b369f191-5342-414c-96fb-a6e74357e956,2025-02-15,56.4,5.64,62.04,2025-03-17,Pagata,2025-02-19,Via Dei Pianeti 15,Calusco d'Adda
5a2025ae-85a9-436f-9c11-384af0e08e91,FAT-15082025-013,b6f117d9-dee5-4f5a-8108-2467154365ad,b369f191-5342-414c-96fb-a6e74357e956,2025-08-15,64.1,6.41,70.51,2025-09-14,Pagata,2025-08-25,Via Dei Pianeti 15,Calusco d'Adda
f6570189-5751-4ae3-948d-875ac59cac22,FAT-15022026-021,b6f117d9-dee5-4f5a-8108-2467154365ad,b369f191-5342-414c-96fb-a6e74357e956,2026-02-15,60.4,6.04,66.44,2026-03-17,Pagata,2026-02-17,Via Dei Pianeti 15,Calusco d'Adda
70978bed-d90b-4355-92a9-da55f977dd91,FAT-25022023-002,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2023-02-25,126.4,27.81,154.21,2023-03-27,Pagata,2023-03-20,Largo Castiglione 59,Carugate
34fde4e1-2d0c-4e3b-a065-c0e2e26d2f15,FAT-25082023-004,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2023-08-25,170.15,37.43,207.58,2023-09-24,Pagata,2023-09-03,Largo Castiglione 59,Carugate
151c5fa8-322b-4613-9e6e-8b3c589e0329,FAT-25022024-009,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2024-02-25,126.4,27.81,154.21,2024-03-26,Pagata,2024-03-16,Largo Castiglione 59,Carugate
5741fe50-0459-44f9-952e-8f5c3d1295af,FAT-25082024-006,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2024-08-25,175.5,38.61,214.11,2024-09-24,Pagata,2024-09-01,Largo Castiglione 59,Carugate
0e93b34f-1ced-4827-bde3-d594bce436c9,FAT-25022025-010,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2025-02-25,123.8,27.24,151.04,2025-03-27,Pagata,2025-03-08,Largo Castiglione 59,Carugate
e21540ea-311b-41c9-b2b4-fabb61897033,FAT-25082025-012,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2025-08-25,167.55,36.86,204.41,2025-09-24,Scaduta,NULL,Largo Castiglione 59,Carugate
df635b8a-1326-4ab6-b4b8-93a7083890b7,FAT-25022026-012,fbc0bda9-7e7c-481e-a983-9b2812c3f52a,797e1c74-d3ae-4478-b335-29fb60f8fd82,2026-02-25,129.0,28.38,157.38,2026-03-27,Pagata,2026-03-01,Largo Castiglione 59,Carugate
30ad5181-374d-496e-9a08-e6210bb694a0,FAT-15042023-006,4bd7c175-eeec-4f44-a687-4004832173b6,2958eff7-be24-413c-86ea-e75669d8be23,2023-04-15,55.2,5.52,60.72,2023-05-15,Pagata,2023-04-22,Corso Puccini 65,Calcinate
4ac897d6-32f2-4551-aa2b-7127dc8bf3b3,FAT-15102023-010,4bd7c175-eeec-4f44-a687-4004832173b6,2958eff7-be24-413c-86ea-e75669d8be23,2023-10-15,75.0,7.5,82.5,2023-11-14,Pagata,2023-10-25,Corso Puccini 65,Calcinate
5c92f6e7-2556-4fe4-ac6b-8a44c46effee,FAT-15042024-008,4bd7c175-eeec-4f44-a687-4004832173b6,2958eff7-be24-413c-86ea-e75669d8be23,2024-04-15,58.1,5.81,63.91,2024-05-15,Pagata,2024-04-22,Corso Puccini 65,Calcinate
44d19b63-2537-4cef-b4fb-dc9f9bb1fc62,FAT-15102024-012,4bd7c175-eeec-4f44-a687-4004832173b6,2958eff7-be24-413c-86ea-e75669d8be23,2024-10-15,73.6,7.36,80.96,2024-11-14,Pagata,2024-11-09,Corso Puccini 65,Calcinate
FAT-c4597c28-0860-440a-82ea-a4cb8c721ab6,FAT-25102024-006,4bd7c175-eeec-4f44-a687-4004832173b6,2958eff7-be24-413c-86ea-e75669d8be23,2024-10-25,9.75,0.98,10.73,2024-11-24,Pagata,2024-11-17,Corso Puccini 65,Calcinate
9add6063-b08d-4c21-b04c-7c94d9977a31,FAT-05092025-012,ca46057f-89d6-437c-9deb-588d92bc41e5,af7ee1d2-a232-424f-ab35-424519cabcc0,2025-09-05,56.65,5.67,62.32,2025-10-05,Pagata,2025-10-06,Largo Santa Chiara 137,Brembate di Sopra
ff3087e1-b1ab-4365-94e7-ced08504bd09,FAT-05032026-018,ca46057f-89d6-437c-9deb-588d92bc41e5,af7ee1d2-a232-424f-ab35-424519cabcc0,2026-03-05,40.0,4.0,44.0,2026-04-04,Scaduta,NULL,Largo Santa Chiara 137,Brembate di Sopra
4f8517c9-d8ca-4f6d-8daa-673b81ee6bb2,FAT-25122024-012,5c550481-17a1-4333-b786-aa70202089f6,a4c47308-abc5-49cd-8088-da6b4654deb6,2024-12-25,94.3,9.43,103.73,2025-01-24,Pagata,2025-01-16,Via Galvani 135,Cesano Maderno
d8d975f9-36e4-4bcb-94f3-7d3b8e523c28,FAT-25042025-008,5c550481-17a1-4333-b786-aa70202089f6,a4c47308-abc5-49cd-8088-da6b4654deb6,2025-04-25,84.45,8.45,92.9,2025-05-25,Pagata,2025-05-21,Via Galvani 135,Cesano Maderno
fc05fa24-6f4f-495a-aa7f-785495f1b0cb,FAT-25082025-013,5c550481-17a1-4333-b786-aa70202089f6,a4c47308-abc5-49cd-8088-da6b4654deb6,2025-08-25,153.35,15.34,168.69,2025-09-24,Pagata,2025-09-29,Via Galvani 135,Cesano Maderno
bfe6adda-019b-4965-9688-a03517ca803c,FAT-25122025-018,5c550481-17a1-4333-b786-aa70202089f6,a4c47308-abc5-49cd-8088-da6b4654deb6,2025-12-25,84.5,8.45,92.95,2026-01-24,Pagata,2026-01-15,Via Galvani 135,Cesano Maderno
fa4ca8d9-ff9d-4819-b4f1-ef961daa7d21,FAT-25042026-016,5c550481-17a1-4333-b786-aa70202089f6,a4c47308-abc5-49cd-8088-da6b4654deb6,2026-04-25,88.65,8.87,97.52,2026-05-25,Pagata,2026-05-30,Via Galvani 135,Cesano Maderno
d21175c0-a9a4-4710-a230-89d79f99f8f9,FAT-25052025-011,099cac04-8b2c-490b-8a0b-2fbb38657bdf,5f660644-ad01-46b8-a618-752e19e4dbdb,2025-05-25,51.05,5.11,56.16,2025-06-24,Pagata,2025-06-13,Corso Puccini 65,Calcinate
84defc02-fc45-4042-98fe-8efede732892,FAT-25112025-009,099cac04-8b2c-490b-8a0b-2fbb38657bdf,5f660644-ad01-46b8-a618-752e19e4dbdb,2025-11-25,63.8,6.38,70.18,2025-12-25,Scaduta,NULL,Corso Puccini 65,Calcinate
e367d1df-a92e-4417-b456-280628d4fb58,FAT-25052026-012,099cac04-8b2c-490b-8a0b-2fbb38657bdf,5f660644-ad01-46b8-a618-752e19e4dbdb,2026-05-25,51.05,5.11,56.16,2026-06-24,Pagata,2026-05-29,Corso Puccini 65,Calcinate
298abebc-5700-4afb-ba0e-4509e3a27d6a,FAT-15022025-015,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-02-15,248.35,54.64,302.99,2025-03-17,Pagata,2025-02-23,Corso Del Sole 88,Villa di Serio
9576f511-9564-4dec-907d-ab9e6aa8418b,FAT-15042025-014,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-04-15,297.45,65.44,362.89,2025-05-15,Pagata,2025-05-04,Corso Del Sole 88,Villa di Serio
8a685f89-79e6-4067-9966-1e077542da8b,FAT-15062025-019,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-06-15,300.35,66.08,366.43,2025-07-15,Pagata,2025-07-17,Corso Del Sole 88,Villa di Serio
b11993c6-a5d2-4478-8b0e-bab17f5cfe6b,FAT-15082025-014,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-08-15,490.15,107.83,597.98,2025-09-14,Pagata,2025-09-14,Corso Del Sole 88,Villa di Serio
8a3f35b5-f311-4993-baf1-5cc5e3910568,FAT-15102025-020,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-10-15,409.7,90.13,499.83,2025-11-14,Pagata,2025-11-19,Corso Del Sole 88,Villa di Serio
23e3d743-db3f-4d67-98bd-56ea9c8629ee,FAT-15122025-016,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2025-12-15,287.35,63.22,350.57,2026-01-14,Pagata,2025-12-22,Corso Del Sole 88,Villa di Serio
e4f6882e-5451-451c-a293-8d8d36b09189,FAT-15022026-022,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2026-02-15,237.95,52.35,290.3,2026-03-17,Pagata,2026-03-18,Corso Del Sole 88,Villa di Serio
cc2af3bf-49e7-495a-8379-2a2533c78cac,FAT-15042026-018,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2026-04-15,284.45,62.58,347.03,2026-05-15,Pagata,2026-05-02,Corso Del Sole 88,Villa di Serio
235333e7-632f-4382-8171-e86eb0797bab,FAT-15062026-023,2ba4d551-0192-49fb-9121-4e02ed2d010e,e54f9108-e9cd-471f-a8b2-8255177a77dc,2026-06-15,326.35,71.8,398.15,2026-07-15,Pagata,2026-07-01,Corso Del Sole 88,Villa di Serio
