codice,codice_parlante,codice_pod,cliente,dataAp,stato,dataCh,tipologia,componenti_nucleo,indirizzo_fatturazione,città_fatturazione
b881832b-2726-4965-918c-0ad3e3af8f15,U-09032025-001,IT22885158406,7fb949da-66b1-46c7-9cec-71de5b31d614,2025-03-09,inattiva,2025-10-13,Industriale,NULL,Viale Cosenza 117,Pozzuolo Martesana
0eefad96-8038-4ec8-a510-521a463a7bfc,U-21102024-001,IT74717281058,fe7bd244-c0f5-487c-ae6d-6f045c804029,2024-10-21,attiva,NULL,Domestico Residente,5,Piazza Appennini 59,Crema
9e3db98e-1c04-491e-951e-e547c69b1053,U-17012025-001,IT83005458555,802eccf9-b2ea-46bb-aa5c-93b7ad5bd87b,2025-01-17,attiva,NULL,Domestico Residente,3,Corso Massimo d'Azeglio 5,Albino
32d23ef1-ee8c-4072-92cf-db5b8697f6d5,U-21082022-001,IT51167307876,086ae224-e303-40c1-bc5e-9f3eed1253ff,2022-08-21,attiva,NULL,Domestico Residente,1,Via Europa 40,Urgnano
9cb7dc10-be64-4106-8554-5abdf61aef7d,U-15042024-001,IT17770523458,b69c15a7-2f66-42a2-9770-618831626547,2024-04-15,attiva,NULL,Industriale,NULL,Via Bellini 20,Iseo
1e1f9e72-59a8-4467-a240-56c045f725d1,U-04092022-001,IT63957236700,0d206b0d-ccce-4473-ab54-32d7b8b03ca0,2022-09-04,inattiva,2023-06-12,Commerciale,NULL,Vicolo Aretino 60,Bergamo
b2774b06-4025-46d7-b56d-f4b1d0fabcee,U-08092026-001,IT46952215703,800ece04-ee67-4dda-8e40-ba3c1cde27e4,2026-09-08,inattiva,2028-01-08,Industriale,NULL,Via Del Muschio 68,Ponte San Pietro
2371ed4b-78a8-4267-8085-4ca0b5aa034b,U-09092022-001,IT56807516654,d41b1b72-1533-4dc4-a392-4709888b7cf2,2022-09-09,inattiva,2024-05-18,Domestico Residente,2,Via Dell'Argento 36,Seriate
1c49290c-c90d-4f55-b134-a5ece291de46,U-24022024-001,IT15298327090,c927fadd-2c48-4ec2-8e31-b53a477fb78a,2024-02-24,attiva,NULL,Domestico Residente,4,Viale Gialla 104,Gorgonzola
2ca46302-cbea-4fbe-95ff-7715f235de55,U-22102025-001,IT22885158406,2e67bae6-3104-4973-b8ff-60623f578409,2025-10-22,attiva,NULL,Commerciale,NULL,Vicolo Ferrara 101,Almenno San Salvatore
15468127-fa73-46b4-8373-498fc348b936,U-22052024-001,IT56807516654,ef1fdeb2-0723-4f50-bc72-6be124f3b544,2024-05-22,attiva,NULL,Domestico Residente,3,Via Dell'Argento 36,Seriate
da5f618e-5d37-408b-b2ad-997066623597,U-12112024-001,IT68692721777,8b7829a9-790b-4002-bc70-0c14e959eef1,2024-11-12,attiva,NULL,Domestico Residente,5,Piazza Delle Felci 57,Sarnico
b1658b4d-6953-4a08-b0c9-ef5c8bf9c51c,U-15112026-001,IT41318694863,167ca78f-db78-42a1-8012-93fd394444cc,2026-11-15,attiva,NULL,Commerciale,NULL,Corso Dell'Eclissi 1,Sorisole
9c22e708-1fa1-4654-aa6e-9bf7f952c8b6,U-02032025-001,IT92935175609,841a0515-fba2-45c4-a656-0cd6c51b555d,2025-03-02,attiva,NULL,Domestico Residente,2,Vicolo Dei Fabbri 88,Clusone
fce65c9e-98c6-483f-8e8e-82bc5255abbb,U-17122023-002,IT67481607486,b369f191-5342-414c-96fb-a6e74357e956,2023-12-17,attiva,NULL,Domestico Residente,4,Via Dei Pianeti 15,Calusco d'Adda
b6f117d9-dee5-4f5a-8108-2467154365ad,U-26072023-001,IT67486099745,b369f191-5342-414c-96fb-a6e74357e956,2023-07-26,attiva,NULL,Domestico Non Residente,NULL,Via Dei Pianeti 15,Calusco d'Adda
fbc0bda9-7e7c-481e-a983-9b2812c3f52a,U-15082022-001,IT17378723014,797e1c74-d3ae-4478-b335-29fb60f8fd82,2022-08-15,attiva,NULL,Commerciale,NULL,Largo Castiglione 59,Carugate
4bd7c175-eeec-4f44-a687-4004832173b6,U-29092022-002,IT53542179129,2958eff7-be24-413c-86ea-e75669d8be23,2022-09-29,inattiva,2024-10-25,Domestico Residente,2,Corso Puccini 65,Calcinate
ca46057f-89d6-437c-9deb-588d92bc41e5,U-09022025-001,IT89159912586,af7ee1d2-a232-424f-ab35-424519cabcc0,2025-02-09,attiva,NULL,Domestico Residente,3,Largo Santa Chiara 137,Brembate di Sopra
5c550481-17a1-4333-b786-aa70202089f6,U-21082024-001,IT45328038544,a4c47308-abc5-49cd-8088-da6b4654deb6,2024-08-21,attiva,NULL,Domestico Residente,5,Via Galvani 135,Cesano Maderno
099cac04-8b2c-490b-8a0b-2fbb38657bdf,U-11112024-002,IT53542179129,5f660644-ad01-46b8-a618-752e19e4dbdb,2024-11-11,attiva,NULL,Domestico Residente,2,Corso Puccini 65,Calcinate
b3bbb83c-4860-4c9e-a60f-3193b1e9c6f1,U-31012028-001,IT46952215703,33bed703-271e-47df-a8c8-e5e6b761c35b,2028-01-31,attiva,NULL,Commerciale,NULL,Piazza Quasimodo 99,Lecco
2ba4d551-0192-49fb-9121-4e02ed2d010e,U-23112024-001,IT31788670074,e54f9108-e9cd-471f-a8b2-8255177a77dc,2024-11-23,attiva,NULL,Commerciale,NULL,Corso Del Sole 88,Villa di Serio
4bef0ffe-e3ad-418b-98b4-255ce5c56088,U-29062023-001,IT63957236700,3a4c0af5-3b0c-4e52-8513-ba091d7c1693,2023-06-29,attiva,NULL,Commerciale,NULL,Piazza Modena 78,Cassina de' Pecchi
0fe0114b-6e5e-49e0-acd6-44a18413189c,U-25042025-001,IT60150177408,3a4c0af5-3b0c-4e52-8513-ba091d7c1693,2025-04-25,attiva,NULL,Commerciale,NULL,Piazza Modena 78,Cassina de' Pecchi
baaa6c1a-a6ed-4c48-997d-c35681b72b3d,U-04122025-004,IT18622858273,912b260d-d6c3-4ea4-b743-f5987c5cedaf,2025-12-04,inattiva,2026-05-24,Domestico Residente,1,Viale Leopardi 56,Nova Milanese
46e9a00e-0ac9-44c2-8658-d3d7489d0e79,U-03032024-001,IT61536293220,a5c1bb1b-446c-4e66-a741-ef1e9ffefd3b,2024-03-03,attiva,NULL,Commerciale,NULL,Largo Bembo 50,Carugate
f5a28a0b-df52-4eb5-9387-204dd893f33a,U-10012025-002,IT59478920618,d08e78e0-22a9-4613-b8c2-f12b3b65aeb2,2025-01-10,attiva,NULL,Commerciale,NULL,Corso Como 132,Misinto
f907e10b-b491-4a56-b2b1-3aa14f967bbe,U-11102024-001,IT35242892920,463572d6-82c1-4330-8df9-badbbfb1ffeb,2024-10-11,attiva,NULL,Domestico Residente,1,Corso Giulio Cesare 114,Truccazzano
f439803d-f5bf-4872-a8e1-25df47679da6,U-30112022-001,IT88864461749,35763094-64f2-4192-86b9-66e31d691725,2022-11-30,attiva,NULL,Domestico Residente,2,Via Puccini 43,Castelli Calepio
b6da2aae-b946-4089-a164-8b07356829e4,U-13012025-002,IT29118557313,710a268c-d8c3-4021-b118-925d42c9c692,2025-01-13,inattiva,2025-10-07,Domestico Residente,4,Largo San Domenico 139,Crema
9f5dbfd2-eaab-4a4c-991a-a7315b46b347,U-10062026-001,IT18622858273,120c5633-d6b1-49a9-a780-5e6b4f14f2a5,2026-06-10,attiva,NULL,Domestico Residente,4,Viale Leopardi 56,Nova Milanese
f12847fd-985c-4a79-9a0f-df6b8ddead7f,U-29082025-002,IT22884085240,c152811e-4923-4ef5-be43-c70c2d9234ae,2025-08-29,attiva,NULL,Domestico Residente,2,Corso Dell'Aurora 74,Renate
a764a9b6-0387-4535-b102-e955ced3b16e,U-12022025-001,IT82191651102,5f734bd6-5614-429d-ba62-494a3741f89b,2025-02-12,attiva,NULL,Domestico Residente,4,Vicolo San Biagio 68,Chiari
2c8eeaa0-c803-430d-af91-eed8180ece7c,U-14062025-001,IT34719404016,4117656f-1017-4083-af3c-0c37345e3db2,2025-06-14,attiva,NULL,Domestico Residente,4,Vicolo Della Chiesa 55,Missaglia
ba268179-6282-49dd-98ef-78c13246add2,U-04082022-001,IT34604160707,d50156c1-9d8b-4629-86f3-11d13faf1b17,2022-08-04,attiva,NULL,Domestico Residente,1,Piazza Pascoli 22,Cadorago
e47ce469-ac67-4558-b439-f4676144e468,U-30072026-001,IT55645693066,d7a684cd-d197-4aa1-9db1-74d02e3d189b,2026-07-30,inattiva,2028-07-21,Industriale,NULL,Viale Del Vespro 1,Barzanò
62e5ba5b-1d67-4d18-b1e4-346cf94ed405,U-16082024-001,IT92668537811,bedbe0cd-0920-4f21-9020-ebd48ad774ac,2024-08-16,attiva,NULL,Domestico Residente,3,Piazza Della Libertà 127,Cernusco sul Naviglio
e442a94c-8e19-4546-b8ea-18c926c158e6,U-31102025-001,IT29118557313,2d25287a-d3b3-414b-acc3-091a8e743658,2025-10-31,attiva,NULL,Domestico Residente,5,Largo San Domenico 139,Crema
6447b422-8fa1-4ee4-939a-805a3521ae21,U-02102023-001,IT28243185896,516a110a-548b-40a7-b0e9-621e2c8bf818,2023-10-02,inattiva,2025-03-07,Domestico Residente,5,Vicolo Pavese 80,Verdello
9199ab3b-8d63-4841-9141-19dc394ffe8f,U-21032025-001,IT28243185896,28611744-eeb9-4deb-9bfd-ec6ad1a386cb,2025-03-21,inattiva,2027-01-06,Domestico Residente,2,Vicolo Pavese 80,Verdello
dcfe3237-4523-4d19-bc40-f6a6788346b3,U-14012027-001,IT28243185896,06028429-df8e-4897-8090-5e098e8e0c13,2027-01-14,attiva,NULL,Domestico Residente,3,Vicolo Pavese 80,Verdello
79db9407-bd6b-4b17-9aed-e5727dbfd760,U-06052024-001,IT30296632456,07f3dac7-0016-4b6c-9b38-6caa03bf2042,2024-05-06,attiva,NULL,Domestico Residente,1,Corso Camelie 16,Veduggio con Colzano
c9249712-baa8-4632-9139-aa2e2dd151e1,U-10062025-001,IT78764314360,e8682c9b-f604-4d0f-9a8a-6a7e68730ccd,2025-06-10,attiva,NULL,Domestico Residente,5,Piazza Papaveri 58,Calco
bf1aa5d4-371a-4a60-a6be-dd0e5f04487e,U-26092024-002,IT63858946611,f13fd493-5773-4a21-bebd-bbaa8b5cbcf9,2024-09-26,attiva,NULL,Commerciale,NULL,Via Don Minzoni 51,Lentate sul Seveso
ad70c3eb-cf01-42ef-83fd-a781d82aeca8,U-24082025-001,IT54426555797,62f736f9-07ae-4e9d-84bd-4bd01d625e55,2025-08-24,attiva,NULL,Domestico Residente,4,Corso Trento 131,Valmadrera
a110f5ee-31c3-4260-a4d7-ddabfa0c9de4,U-21082023-001,IT72059320866,b1cbbb84-84c9-450b-ad44-c1d7ef311edc,2023-08-21,attiva,NULL,Domestico Residente,1,Viale XX Settembre 112,Cadorago
ce87ab49-8414-4b37-b8df-65deca69a13e,U-11012023-001,IT34850604909,c023667b-e936-419f-b5b1-27e521de8fd9,2023-01-11,attiva,NULL,Domestico Residente,3,Piazza Collodi 93,Brugherio
6097914b-ac37-4d49-b1e3-c660b0105892,U-10062023-001,IT37663209767,c023667b-e936-419f-b5b1-27e521de8fd9,2023-06-10,attiva,NULL,Domestico Non Residente,NULL,Piazza Collodi 93,Brugherio
6fd1964c-a4bf-4f0c-8a4d-51e0fedaabef,U-20022023-001,IT92786743509,80eba958-d2ab-4ab9-a308-0b41d61343ba,2023-02-20,attiva,NULL,Domestico Residente,1,Vicolo Del Bronzo 136,Roncello
350f30fe-978f-405e-a648-76977fcb69f8,U-31122024-001,IT19662740856,e512ef9e-7bce-4a96-9c8d-fdac8251f522,2024-12-31,inattiva,2026-03-31,Commerciale,NULL,Vicolo Appennini 37,Vedano al Lambro
2cd919e9-69a7-43dc-b7d5-1b24721841d0,U-20022025-001,IT77034260016,c3e8dbc6-1c70-41a6-8f30-e85267bbeb56,2025-02-20,inattiva,2026-09-08,Domestico Residente,3,Corso Azzurra 80,Ceriano Laghetto
6d4fa6a5-9780-4f5d-8a76-290a4e4f5eb8,U-04102026-001,IT77034260016,94db3c7f-db66-4b16-a61a-814db37533a1,2026-10-04,attiva,NULL,Domestico Residente,2,Corso Azzurra 80,Ceriano Laghetto
c4ae06d2-78aa-4853-8918-c97157f683e8,U-11082022-001,IT41316310022,d4363966-aad0-4826-a6d6-f3399ec951c2,2022-08-11,attiva,NULL,Domestico Residente,1,Vicolo Napoli 129,Valmadrera
585bb501-e968-49fb-b7f5-d18f69e501da,U-10112024-002,IT88281645616,7292f323-f6d7-4174-9ec0-f67d1386f992,2024-11-10,attiva,NULL,Domestico Residente,2,Piazza Bianca 36,Fiorano al Serio
07ab4d20-39bf-454c-8609-d11f8a4eb640,U-17082025-001,IT68140063373,a3906bc1-6ab0-45cc-843b-b22bb928661d,2025-08-17,attiva,NULL,Domestico Residente,3,Viale San Matteo 76,Brugherio
0bec5c1f-5415-4d5e-be44-9dca411a7c9b,U-14052023-001,IT77149750576,1c1957f5-be73-4d28-b0d4-52deed0f62db,2023-05-14,attiva,NULL,Domestico Residente,2,Vicolo Cedri 42,Castelli Calepio
2e74c29f-0254-4379-b8e4-6115a8908e0e,U-03052024-001,IT29514408462,e05787c9-ee92-47cb-9c5a-a59bb664b44a,2024-05-03,attiva,NULL,Domestico Residente,3,Viale Adda 41,Cornate d'Adda
5d56bf48-1c01-4b87-a9a2-674a0072b825,U-15122025-001,IT85367615943,e05787c9-ee92-47cb-9c5a-a59bb664b44a,2025-12-15,attiva,NULL,Domestico Non Residente,NULL,Viale Adda 41,Cornate d'Adda
9a454a01-8293-40ad-ad41-dd620b7d5ad2,U-03122022-001,IT59383600353,43da100e-69c4-427e-bb64-00f7fbc714ea,2022-12-03,attiva,NULL,Industriale,NULL,Largo Del Fiume 39,Sorisole
02394ad6-6f7a-4546-a6ec-05409628b840,U-14092025-001,IT73746866880,64aefba0-40d7-4740-95b5-4baee4e6ab96,2025-09-14,attiva,NULL,Commerciale,NULL,Largo Della Luna 79,Palazzolo sull'Oglio
4e1388f6-745b-4236-a986-e3fd1d4373ad,U-02112023-001,IT29576813444,6c79004a-813a-4722-8190-c3107ffc9a08,2023-11-02,attiva,NULL,Domestico Residente,5,Via Pescara 101,Orio al Serio
a8088559-6fb5-4165-949d-d5fc99cc00dc,U-14012025-001,IT70710458985,4a72447c-a169-425b-a04d-e9b41f37f3d5,2025-01-14,attiva,NULL,Domestico Residente,1,Via Dell'Oro 26,Cantù
a5305e46-9f52-40ec-9078-01996ae2517b,U-01112022-001,IT73923129332,d5738364-de71-4328-813c-8e8ffff7e97e,2022-11-01,attiva,NULL,Domestico Residente,2,Largo Enna 45,Monza
5529fcd9-6d56-40a1-80b0-d92d64b4c838,U-06032023-001,IT28661275731,5e4f67e5-827c-4b97-8858-5b100169b2a7,2023-03-06,attiva,NULL,Domestico Residente,2,Largo Delle Betulle 98,Lallio
9b445bfc-95c0-4b4e-9dd4-2c1d7e23c2ae,U-18012025-001,IT28979242543,5e4f67e5-827c-4b97-8858-5b100169b2a7,2025-01-18,attiva,NULL,Domestico Non Residente,NULL,Largo Delle Betulle 98,Lallio
37e89350-2f70-4e2d-87bc-033a5d789bf2,U-02102025-001,IT40616689010,ec7527fc-9773-43f9-950c-46c7333ff70d,2025-10-02,attiva,NULL,Domestico Residente,4,Largo Sansovino 133,Brivio
58e8e50d-7b45-42b4-8381-4852f91bd03f,U-11112023-001,IT73807417681,79d19b0c-73fe-4a39-9c6c-99cdc9954c59,2023-11-11,attiva,NULL,Domestico Residente,2,Largo Del Poggio 87,Brusaporto
d2c9bbd3-f569-45c7-81ed-5bc1a5d06adb,U-24022024-002,IT69204631724,aaea979c-6de9-4e02-97e2-7dd2c7555b0a,2024-02-24,attiva,NULL,Domestico Residente,5,Via Gelsomini 11,Lecco
9ce83b4b-26e8-442d-82bc-29a364a88f1d,U-09122025-001,IT97454710160,a5a849f0-985a-4bc1-8679-b750e5a5ae92,2025-12-09,attiva,NULL,Domestico Residente,5,Piazza De Amicis 57,Zanica
fa744ecf-c4e8-442c-a382-f8913a293c64,U-24092025-001,IT20330522078,1a866399-59cd-4dd2-a812-11a26d3b3e02,2025-09-24,attiva,NULL,Domestico Residente,3,Viale IV Novembre 122,Capriolo
caa4bdd9-e18d-4367-be26-972dd2b41a72,U-25072028-001,IT55645693066,ee6079d2-53ed-4fe6-b754-78263a3650ad,2028-07-25,inattiva,2029-08-14,Commerciale,NULL,Largo Matera 81,Ornago
7acc7fd0-6c28-4879-89c4-66eee92f2a19,U-04082024-001,IT58463394246,247bf965-6f7b-4a76-b50f-66009617a811,2024-08-04,inattiva,2026-06-01,Domestico Residente,5,Vicolo Foggia 27,Almè
2a259bc7-d8c1-41eb-94a7-f8105bbf3a59,U-10052023-001,IT32938148354,4bc23857-16e0-4a1f-b3cb-d87eba589a02,2023-05-10,attiva,NULL,Domestico Residente,1,Vicolo Dei Pianeti 117,Mapello
ae19c6f4-13ba-4921-af5e-4454e6820128,U-21062026-001,IT58463394246,76749595-e865-402b-bf4d-06a4389bcf0b,2026-06-21,inattiva,2028-11-19,Domestico Residente,4,Vicolo Foggia 27,Almè
a679aadb-f561-43cd-bdb0-b6044c7c203a,U-04122028-001,IT58463394246,20db44e5-0bc0-4f25-831f-65d08999ffb4,2028-12-04,attiva,NULL,Domestico Residente,3,Vicolo Foggia 27,Almè
00d1acbc-966a-4988-b5ce-6c76f68ba1d6,U-31102025-002,IT67830356828,808b9f05-a21a-4605-b5db-b883a73dc6d7,2025-10-31,attiva,NULL,Domestico Residente,1,Via Rita Levi Montalcini 59,Limbiate
853beedc-fb9f-4d84-86e9-4b49d6f04a60,U-14012023-001,IT26781507063,178325ea-27a6-4482-8727-6e32d74c64b1,2023-01-14,attiva,NULL,Domestico Residente,4,Largo Mazzini 32,Barzanò
ba89a867-42bc-408c-bfef-883298dcf290,U-12102025-001,IT81839640310,652f385f-c86a-4fee-b376-f16d2b799f1c,2025-10-12,attiva,NULL,Domestico Residente,3,Piazza Foggia 81,Inzago
50472e3f-1476-4735-a437-b682a53bc19a,U-11102023-001,IT52745686293,b973b8c8-0372-4c13-be91-27ba08ab9025,2023-10-11,attiva,NULL,Domestico Residente,1,Viale Alfieri 62,Garbagnate Monastero
73df3940-4b6c-44b4-ac96-8350d4fe16ab,U-06082025-001,IT53804769684,8a06a252-acf0-4d28-95be-acbba0a196f9,2025-08-06,attiva,NULL,Domestico Residente,2,Viale L'Aquila 67,Spino d'Adda
6b47c868-0b1d-428a-8f0c-4960786cfcb0,U-25042026-001,IT19662740856,3c35a1d9-8bef-423a-9003-e0d4796bd9fd,2026-04-25,attiva,NULL,Industriale,NULL,Piazza Canova 56,Carate Brianza
493bb1e1-ffea-475a-b9c5-7361055bc786,U-31082024-001,IT54418833088,408a9aa2-8bba-498c-87ed-2d0f5b74705f,2024-08-31,attiva,NULL,Domestico Residente,1,Vicolo Calabria 96,Mozzo
c9f201b0-9392-48df-8ec9-6cb1be509018,U-08022025-002,IT68343260702,408a9aa2-8bba-498c-87ed-2d0f5b74705f,2025-02-08,attiva,NULL,Domestico Non Residente,NULL,Vicolo Calabria 96,Mozzo
a50eb6be-4337-42a1-9ca0-d9cfd521d324,U-14012025-002,IT89034414612,2ad543aa-d14d-4206-83c7-4815125d4916,2025-01-14,attiva,NULL,Domestico Residente,5,Vicolo Dei Pianeti 16,Chiari
52697505-01df-4d4f-b3d3-1c48182e1196,U-09082022-001,IT44629044019,e8327273-18fe-48e7-88bd-39369e2815ef,2022-08-09,attiva,NULL,Domestico Residente,4,Vicolo Del Lavatoio 119,Usmate Velate
3cb7348d-bf0a-4724-90c6-2158dbbcf74a,U-05122023-001,IT21135014002,f9b27b8b-0375-43d7-9e33-4613ede70374,2023-12-05,attiva,NULL,Domestico Residente,3,Largo Del Mercato 142,Almenno San Salvatore
0d2f2539-7235-404f-a43c-2f633e5c9178,U-04092022-002,IT47020252952,f9b27b8b-0375-43d7-9e33-4613ede70374,2022-09-04,attiva,NULL,Domestico Non Residente,NULL,Largo Del Mercato 142,Almenno San Salvatore
da1fc2bb-2e33-4f91-b6c0-f1f63d5c4c52,U-02122024-002,IT93962458867,1aa000af-c5d5-4f14-8eca-427b27a37e46,2024-12-02,attiva,NULL,Domestico Residente,2,Vicolo Nuoro 121,Stezzano
9e76c082-b42a-44b4-83e5-1e22ea2f65f7,U-07102022-001,IT33963945627,bf6e6ad2-10dc-4755-9b55-469e62154963,2022-10-07,attiva,NULL,Domestico Residente,3,Largo Pacinotti 51,Cernusco sul Naviglio
a0956d8d-4e52-4758-a6e5-f4fb10c34ae7,U-03052024-002,IT48331861280,0a99d684-ec78-435a-9dd5-c60500631a22,2024-05-03,attiva,NULL,Domestico Residente,1,Largo Mascagni 79,Brignano Gera d'Adda
fca71755-0008-43ed-ba64-0532cc317c8e,U-26122022-001,IT79247899550,ca6c7c98-175a-4070-9e68-77375764b9a9,2022-12-26,attiva,NULL,Domestico Residente,3,Via Ancona 94,Curno
9ee6d52c-2c04-4bb8-86f1-d557a8e45608,U-23032024-001,IT30117930092,9e93bd60-9fb3-400f-bdfb-47d24e8f1646,2024-03-23,attiva,NULL,Domestico Residente,2,Corso Virgilio 82,Cantù
10d82f76-b77e-4685-87d7-6a8a0e812599,U-11062025-001,IT56751066193,9e93bd60-9fb3-400f-bdfb-47d24e8f1646,2025-06-11,attiva,NULL,Domestico Non Residente,NULL,Corso Virgilio 82,Cantù
490f6914-58f4-41a4-af9c-c687c3794e6b,U-28122022-001,IT49564538702,cf1920e9-5d7b-4092-b848-d42f7f42a816,2022-12-28,attiva,NULL,Domestico Residente,5,Largo Liri 57,Clusone
35c680c9-98fc-4545-be01-f8551e66b5db,U-04032025-001,IT34453530306,5004a619-f577-4fb6-acbe-dc3aa902a023,2025-03-04,attiva,NULL,Domestico Residente,1,Vicolo Del Tramonto 47,Erba
74ac697e-7bfd-491c-a437-88fd93275b47,U-14012023-002,IT15649248258,31cf167f-9596-4310-b77c-6b5e0c1cc33a,2023-01-14,attiva,NULL,Domestico Residente,5,Corso Viole 116,Molteno
4cad63d2-cde0-4023-af04-b1b2fed7a3b2,U-09082023-001,IT10354241769,dc9d86ee-5985-490d-a3ee-2a41afa40977,2023-08-09,attiva,NULL,Domestico Residente,3,Largo Fiume 73,Grumello del Monte
40a9396c-6c2e-41d2-b1ac-3c6d47f8e3c1,U-03092025-001,IT10820709471,68580a8f-67d6-4100-a384-948d143921b9,2025-09-03,attiva,NULL,Domestico Residente,1,Viale Castagni 47,Carugate
2ee8206e-325b-44df-9457-a084b44753e0,U-01112024-001,IT81577794359,503f5867-7ced-424c-89c7-a0a96d627869,2024-11-01,attiva,NULL,Industriale,NULL,Via Campobasso 60,Bovisio-Masciago
48aaad09-df5c-4ea1-94ab-167b4f8ab302,U-12082024-001,IT13791148750,0ee292b9-6ec1-4c31-881a-8495176f8bee,2024-08-12,attiva,NULL,Domestico Residente,3,Viale Del Lavatoio 117,Cornate d'Adda
fe8d6863-b9ac-4ea0-87f7-3835daa622e0,U-03042025-001,IT96422625535,a4d8552d-9ee6-4146-9707-fbfdb481aee2,2025-04-03,attiva,NULL,Commerciale,NULL,Piazza L'Aquila 148,Ponte San Pietro
c8192d12-944e-4761-8650-998ad6ae3ef2,U-13072022-001,IT63231643544,00cc331c-9b17-48ce-8318-0a6cb66802f0,2022-07-13,inattiva,2024-08-19,Domestico Residente,3,Vicolo Alfieri 23,Barlassina
06ee400e-d0b9-4527-b7be-030c2e9ec5e5,U-06102024-001,IT68788349026,00cc331c-9b17-48ce-8318-0a6cb66802f0,2024-10-06,attiva,NULL,Domestico Non Residente,NULL,Vicolo Alfieri 23,Barlassina
a69e1131-1ed5-4bc5-839a-3f84066231da,U-13092024-001,IT63231643544,3c9a8644-50cd-404d-9094-ab6302149b69,2024-09-13,attiva,NULL,Domestico Residente,3,Largo Isaac Newton 13,Sarnico
125b1d97-678c-4ea9-9eb6-8d69b169a59f,U-28112023-001,IT44571572742,f6bfcd2f-220d-449f-9f06-3cf94dbdbf24,2023-11-28,attiva,NULL,Domestico Residente,4,Largo Della Valle 85,Merate
bb3c07bd-228c-4e66-97c0-3dcc0306ee5f,U-23052025-002,IT45998423969,f6bfcd2f-220d-449f-9f06-3cf94dbdbf24,2025-05-23,attiva,NULL,Domestico Non Residente,NULL,Largo Della Valle 85,Merate
986aa17c-ba21-4d02-889d-be4c5bc5a4c4,U-22102024-002,IT59892313285,1c686a7e-6fc9-4a71-82ee-9f8f32e1614f,2024-10-22,attiva,NULL,Commerciale,NULL,Vicolo Dei Pianeti 23,Civate
f1ebae50-a26c-4c8e-acfa-0889ae3bb2ec,U-06052025-001,IT83942800248,475456dd-ae96-47f2-b097-1acf4c2ca733,2025-05-06,attiva,NULL,Domestico Residente,3,Viale Bergamo 99,Inverigo
f3437d2f-d6e9-4294-aa36-772aac5a8eb5,U-02022025-001,IT66118811100,806ac0dc-43d1-44c5-9d8a-4736e43cf55e,2025-02-02,inattiva,2026-03-20,Domestico Residente,1,Piazza Grazia Deledda 60,Pedrengo
f9931e20-46c1-4322-b0d6-17abd591cb11,U-09082022-002,IT52255244658,10ee1499-b0aa-4c83-89d8-094dfc45c84b,2022-08-09,attiva,NULL,Industriale,NULL,Viale Veneto 105,Costa Volpino
d7ea5858-fb93-4321-b943-00e91909c7c9,U-12102025-002,IT69009775652,da203697-5d47-4080-967f-daf83d6206b4,2025-10-12,attiva,NULL,Domestico Residente,5,Viale Sant'Agostino 122,Castelli Calepio
5dac0305-2147-430f-a0cc-4d72a4410924,U-01092029-001,IT55645693066,8728699b-0027-4156-b756-8e1a7800195e,2029-09-01,attiva,NULL,Industriale,NULL,Viale Della Costa 149,Pradalunga
68f6c93d-e58e-445b-95ff-679a136a9c81,U-24082025-002,IT94406890012,5aaef2e6-42b3-430e-98a9-ed29afe9fd75,2025-08-24,attiva,NULL,Industriale,NULL,Viale Milano 113,Pagazzano
d9958fa5-9209-4b7d-b5f3-183b109e825a,U-02102023-002,IT70101294450,4d933571-d6bb-4d33-a65c-c830a31939b2,2023-10-02,attiva,NULL,Commerciale,NULL,Largo Dell'Oro 111,Muggiò
ab50bfd9-cc7c-4d51-8e6a-8b311751fe32,U-28082024-001,IT14266055562,bd9ce9c3-8281-47d0-be00-835d54053abb,2024-08-28,attiva,NULL,Domestico Residente,3,Viale Della Costa 78,Cantù
12a4690d-4330-435e-9c7b-b431212aff12,U-02112025-001,IT62943794776,6014638f-ed05-4a8f-9792-d6ac587feefd,2025-11-02,attiva,NULL,Domestico Residente,3,Piazza Corsica 136,Castelli Calepio
388a7f65-f684-4b39-8d9c-1182b0b4b819,U-02102024-001,IT96218510380,6014638f-ed05-4a8f-9792-d6ac587feefd,2024-10-02,inattiva,2027-06-16,Domestico Non Residente,NULL,Piazza Corsica 136,Castelli Calepio
bb5b92e1-a2b9-48cf-b3ba-0a5a10578323,U-12072027-001,IT96218510380,12c9aaf8-9d96-4ae4-88eb-d2b2f3bf88af,2027-07-12,attiva,NULL,Domestico Residente,2,Via Massimo d'Azeglio 85,Calco
b75b403e-5934-4db1-a6ae-d309491e7648,U-04012025-001,IT48847652121,00e530bc-285d-47ea-b8c0-be02ea171291,2025-01-04,inattiva,2026-03-09,Domestico Residente,2,Largo Vibo Valentia 113,Vaprio d'Adda
67a3c08d-f1c9-4b2d-a24b-52197d18b7ee,U-15092023-002,IT40132104935,02aa1f68-9e28-4637-8c6e-978f3730e1c3,2023-09-15,attiva,NULL,Domestico Residente,4,Corso Venezia 19,Calcinate
35b3f99a-b443-43de-ad8b-6e7811fd9779,U-15122025-002,IT21283019417,972c062c-55b7-4d9b-b2d8-f5c27fc226e6,2025-12-15,inattiva,2027-11-21,Domestico Residente,5,Corso Gialla 66,Sovico
